file,scene,score,is_fp,brightness,contrast,faces,screen_rect
people_meeting_room_talking/people_meeting_room_talking_0001_4872018.jpeg,people_meeting_room_talking,0.0156,0,0.4407,0.225,0,0
people_meeting_room_talking/people_meeting_room_talking_0031_8555013.jpeg,people_meeting_room_talking,0.0156,0,0.5497,0.225,0,0
coworkers_standing_meeting/coworkers_standing_meeting_0028_8349430.jpeg,coworkers_standing_meeting,0.0117,0,0.2919,0.2114,0,0
friends_cafe_group/friends_cafe_group_0018_4920856.jpeg,friends_cafe_group,0.0117,0,0.354,0.2268,0,0
friends_cafe_group/friends_cafe_group_0020_17011337.jpeg,friends_cafe_group,0.0117,0,0.5099,0.2031,0,0
friends_cafe_group/friends_cafe_group_0027_33697765.jpeg,friends_cafe_group,0.0117,0,0.3126,0.1889,0,0
friends_cafe_group/friends_cafe_group_0029_9809824.jpeg,friends_cafe_group,0.0117,0,0.3378,0.2474,0,1
group_friends_indoor_candid/group_friends_indoor_candid_0013_5055460.jpeg,group_friends_indoor_candid,0.0117,0,0.3721,0.2296,0,0
friends_cafe_group/friends_cafe_group_0014_12432817.jpeg,friends_cafe_group,0.0078,0,0.3368,0.2015,0,0
group_friends_indoor_candid/group_friends_indoor_candid_0007_4781415.jpeg,group_friends_indoor_candid,0.0078,0,0.4534,0.1929,0,0
people_restaurant_dining/people_restaurant_dining_0002_761854.jpeg,people_restaurant_dining,0.0078,0,0.5331,0.2253,0,0
people_restaurant_dining/people_restaurant_dining_0014_9543814.jpeg,people_restaurant_dining,0.0078,0,0.3963,0.235,0,0
people_street_candid/people_street_candid_0009_17838024.jpeg,people_street_candid,0.0039,0,0.4509,0.2799,0,1
people_street_candid/people_street_candid_0023_13838320.jpeg,people_street_candid,0.0039,0,0.2594,0.2689,0,0
friends_cafe_group/friends_cafe_group_0005_31353693.jpeg,friends_cafe_group,0.0,0,0.3845,0.2051,0,0
